Index,Company,Account Type,Twitter Handle,Year,Original Tweets,Retweets,Reply Tweets,Quote Tweets,Original Tweet Retweets,Original Tweet Likes,Original Tweet Replies,Original Tweet Quotes
12,BRISTOL MYERS SQUIBB,Corporate,@bmsnews,2016,1556,46,27,3,20133,37282,883,336
14,BRISTOL MYERS SQUIBB,Corporate,@bmsnews,2017,1069,129,39,14,17110,44303,3164,1186
16,BRISTOL MYERS SQUIBB,Corporate,@bmsnews,2018,1003,240,11,19,6725,24364,1625,718
18,BRISTOL MYERS SQUIBB,Corporate,@bmsnews,2019,502,80,10,21,3662,14737,1127,540
20,BRISTOL MYERS SQUIBB,Corporate,@bmsnews,2020,806,95,37,70,4192,17786,970,841
22,BRISTOL MYERS SQUIBB,Corporate,@bmsnews,2021,760,35,15,94,1551,8208,462,387
24,BRISTOL MYERS SQUIBB,Corporate,@bmsnews,2022,476,22,14,76,727,4059,347,175
0,MEDTRONIC PLC,Corporate,@Medtronic,2009,52,0,0,0,2,4,0,0
1,MEDTRONIC PLC,Corporate,@Medtronic,2010,89,9,0,0,80,35,0,0
2,MEDTRONIC PLC,Corporate,@Medtronic,2011,106,23,4,0,251,36,9,0
3,MEDTRONIC PLC,Corporate,@Medtronic,2012,452,12,9,0,704,94,62,0
4,MEDTRONIC PLC,Corporate,@Medtronic,2013,148,21,8,0,472,179,44,0
5,MEDTRONIC PLC,Corporate,@Medtronic,2014,183,30,11,0,578,483,39,0
6,MEDTRONIC PLC,Corporate,@Medtronic,2015,261,36,72,0,1161,1171,54,2
7,MEDTRONIC PLC,Corporate,@Medtronic,2016,269,41,67,6,2136,4334,114,94
8,MEDTRONIC PLC,Corporate,@Medtronic,2017,423,38,75,11,2376,5607,259,319
9,MEDTRONIC PLC,Corporate,@Medtronic,2018,836,58,170,20,5703,15936,736,665
10,MEDTRONIC PLC,Corporate,@Medtronic,2019,740,61,199,16,6125,22878,1538,860
11,MEDTRONIC PLC,Corporate,@Medtronic,2020,486,56,218,24,8292,27393,1531,2365
12,MEDTRONIC PLC,Corporate,@Medtronic,2021,380,35,264,16,1640,8165,556,405
13,MEDTRONIC PLC,Corporate,@Medtronic,2022,249,28,150,3,744,3234,286,105
0,AMGEN INC,Corporate,@Amgen,2009,85,0,0,0,4,23,0,0
1,AMGEN INC,Corporate,@Amgen,2010,106,19,0,0,173,31,0,0
2,AMGEN INC,Corporate,@Amgen,2011,138,25,0,0,265,64,4,0
3,AMGEN INC,Corporate,@Amgen,2012,186,22,0,0,386,57,26,0
4,AMGEN INC,Corporate,@Amgen,2013,246,31,1,0,514,143,57,0
5,AMGEN INC,Corporate,@Amgen,2014,278,20,2,0,813,429,88,0
6,AMGEN INC,Corporate,@Amgen,2015,851,207,14,1,4968,6557,292,14
7,AMGEN INC,Corporate,@Amgen,2016,1615,482,23,9,7886,13577,468,167
8,AMGEN INC,Corporate,@Amgen,2017,1632,385,46,18,3599,7690,2276,463
9,AMGEN INC,Corporate,@Amgen,2018,990,235,113,18,4378,13811,693,417
10,AMGEN INC,Corporate,@Amgen,2019,570,267,63,20,1524,5864,229,242
11,AMGEN INC,Corporate,@Amgen,2020,489,170,189,70,3166,12390,643,427
12,AMGEN INC,Corporate,@Amgen,2021,883,124,72,56,2194,10668,580,305
13,AMGEN INC,Corporate,@Amgen,2022,749,130,106,57,1874,9468,714,255
0,GILEAD SCIENCES INC,Corporate,@GileadSciences,2012,80,0,0,0,129,24,12,0
1,GILEAD SCIENCES INC,Corporate,@GileadSciences,2013,103,0,0,0,309,89,30,0
2,GILEAD SCIENCES INC,Corporate,@GileadSciences,2014,131,0,0,0,723,390,68,0
3,GILEAD SCIENCES INC,Corporate,@GileadSciences,2015,272,0,0,0,1335,1116,85,0
4,GILEAD SCIENCES INC,Corporate,@GileadSciences,2016,535,21,7,0,3763,5706,186,227
5,GILEAD SCIENCES INC,Corporate,@GileadSciences,2017,641,183,12,5,5535,11824,576,550
6,GILEAD SCIENCES INC,Corporate,@GileadSciences,2018,777,33,44,3,6055,17123,795,572
7,GILEAD SCIENCES INC,Corporate,@GileadSciences,2019,458,12,22,8,3821,15238,831,482
8,GILEAD SCIENCES INC,Corporate,@GileadSciences,2020,316,18,8,15,5777,21325,6329,3762
9,GILEAD SCIENCES INC,Corporate,@GileadSciences,2021,376,21,0,7,5535,56913,482,837
10,GILEAD SCIENCES INC,Corporate,@GileadSciences,2022,398,25,0,16,6308,30899,29,485
0,WALMART STORES INC,Corporate,@Walmart,2016,277,24,12790,1,172,469,136,19
1,WALMART STORES INC,Corporate,@Walmart,2017,720,168,27515,127,8910,29262,3829,1700
2,WALMART STORES INC,Corporate,@Walmart,2018,731,167,25220,140,61338,254428,23328,13260
3,WALMART STORES INC,Corporate,@Walmart,2019,92344,102,24951,34,48182,248192,29266,10547
4,WALMART STORES INC,Corporate,@Walmart,2020,44906,83,24867,25,45892,258100,54903,16087
5,WALMART STORES INC,Corporate,@Walmart,2021,31940,72,10727,12,23664,190220,25291,7466
6,WALMART STORES INC,Corporate,@Walmart,2022,35131,36,24851,25,27047,160750,45281,11826
0,CVS HEALTH CORP,Corporate,@CVSHealth,2010,78,5,33,0,23,1,0,0
1,CVS HEALTH CORP,Corporate,@CVSHealth,2011,126,3,1,0,68,7,7,0
2,CVS HEALTH CORP,Corporate,@CVSHealth,2012,337,42,329,0,160,27,38,0
3,CVS HEALTH CORP,Corporate,@CVSHealth,2013,610,184,530,0,815,524,121,0
4,CVS HEALTH CORP,Corporate,@CVSHealth,2014,543,302,585,0,8862,7465,1583,1
5,CVS HEALTH CORP,Corporate,@CVSHealth,2015,525,247,394,4,2493,3313,357,1
6,CVS HEALTH CORP,Corporate,@CVSHealth,2016,773,241,549,28,6447,7750,274,159
7,CVS HEALTH CORP,Corporate,@CVSHealth,2017,1191,108,469,7,5272,10595,646,580
8,CVS HEALTH CORP,Corporate,@CVSHealth,2018,1366,53,177,5,5281,16021,1471,827
9,CVS HEALTH CORP,Corporate,@CVSHealth,2019,1117,32,107,2,4967,19556,4926,1495
10,CVS HEALTH CORP,Corporate,@CVSHealth,2020,660,32,148,8,5340,19006,2258,843
11,CVS HEALTH CORP,Corporate,@CVSHealth,2021,466,30,294,18,2190,13784,3062,712
12,CVS HEALTH CORP,Corporate,@CVSHealth,2022,230,0,190,5,652,2340,1993,531
0,3M CO,Corporate,@3M,2014,137,125,149,0,318,402,58,0
1,3M CO,Corporate,@3M,2015,797,182,1062,18,18747,37766,2546,11
2,3M CO,Corporate,@3M,2016,941,85,1644,6,19752,53101,1657,586
3,3M CO,Corporate,@3M,2017,316,58,1021,17,5582,20824,937,764
4,3M CO,Corporate,@3M,2018,255,89,994,19,6640,23794,1647,729
5,3M CO,Corporate,@3M,2019,257,158,1004,21,3001,17443,1660,772
6,3M CO,Corporate,@3M,2020,204,104,1250,30,4973,19764,4594,1401
7,3M CO,Corporate,@3M,2021,255,30,630,22,2021,9760,705,304
8,3M CO,Corporate,@3M,2022,181,23,569,21,5419,18167,765,1235
0,ABBVIE INC,Corporate,@abbvie,2013,224,2,0,0,727,145,42,0
2,ABBVIE INC,Corporate,@abbvie,2014,299,7,0,0,1900,1252,117,0
4,ABBVIE INC,Corporate,@abbvie,2015,1401,48,9,19,8478,10354,377,5
6,ABBVIE INC,Corporate,@abbvie,2016,1649,46,36,59,18090,35091,770,592
8,ABBVIE INC,Corporate,@abbvie,2017,1258,63,48,39,10055,22705,938,791
10,ABBVIE INC,Corporate,@abbvie,2018,765,37,90,23,3044,11456,390,353
12,ABBVIE INC,Corporate,@abbvie,2019,701,26,154,47,1183,5757,269,207
14,ABBVIE INC,Corporate,@abbvie,2020,624,22,102,39,1658,8712,458,322
16,ABBVIE INC,Corporate,@abbvie,2021,605,25,30,29,728,4385,272,131
18,ABBVIE INC,Corporate,@abbvie,2022,431,12,54,15,541,3793,625,97
0,ABBVIE INC,Corporate,@abbvie,2013,224,2,0,0,727,145,42,0
2,ABBVIE INC,Corporate,@abbvie,2014,299,7,0,0,1900,1252,117,0
4,ABBVIE INC,Corporate,@abbvie,2015,1401,48,9,19,8478,10354,377,5
6,ABBVIE INC,Corporate,@abbvie,2016,1649,46,36,59,18090,35091,770,592
8,ABBVIE INC,Corporate,@abbvie,2017,1258,63,48,39,10055,22705,938,791
10,ABBVIE INC,Corporate,@abbvie,2018,765,37,90,23,3044,11456,390,353
12,ABBVIE INC,Corporate,@abbvie,2019,701,26,154,47,1183,5757,269,207
14,ABBVIE INC,Corporate,@abbvie,2020,624,22,102,39,1658,8712,458,322
16,ABBVIE INC,Corporate,@abbvie,2021,605,25,30,29,728,4385,272,131
18,ABBVIE INC,Corporate,@abbvie,2022,431,12,54,15,541,3793,625,97
0,MASTERCARD INC CLASS A,Corporate,@MasterCard,2010,1322,16,18,0,836,149,0,0
1,MASTERCARD INC CLASS A,Corporate,@MasterCard,2011,7178,189,123,0,3872,627,2307,0
2,MASTERCARD INC CLASS A,Corporate,@MasterCard,2012,2712,453,299,0,3877,1488,2132,0
3,MASTERCARD INC CLASS A,Corporate,@MasterCard,2013,1231,1303,2243,0,19447,9495,3983,3
4,MASTERCARD INC CLASS A,Corporate,@MasterCard,2014,5897,1011,5342,1,49500,97692,41634,6
5,MASTERCARD INC CLASS A,Corporate,@MasterCard,2015,1583,566,19141,3,18644,57363,8930,7
6,MASTERCARD INC CLASS A,Corporate,@MasterCard,2016,452,402,1513,17,8579,28762,2650,514
7,MASTERCARD INC CLASS A,Corporate,@MasterCard,2017,1739,197,3544,14,10104,55243,3928,2510
8,MASTERCARD INC CLASS A,Corporate,@MasterCard,2018,3597,171,2166,30,5061,33191,3143,828
9,MASTERCARD INC CLASS A,Corporate,@MasterCard,2019,1893,433,793,25,26618,131598,8807,2657
10,MASTERCARD INC CLASS A,Corporate,@MasterCard,2020,417,332,343,20,12643,71346,5572,2816
11,MASTERCARD INC CLASS A,Corporate,@MasterCard,2021,7205,254,162,13,11174,82922,8218,1619
12,MASTERCARD INC CLASS A,Corporate,@MasterCard,2022,530,131,158,6,4908,28648,10084,534
0,HONEYWELL INTERNATIONAL INC,Corporate,@Honeywell,2009,3,0,0,0,0,0,0,0
1,HONEYWELL INTERNATIONAL INC,Corporate,@Honeywell,2010,102,5,0,0,124,3,1,0
2,HONEYWELL INTERNATIONAL INC,Corporate,@Honeywell,2011,84,9,0,0,190,13,3,0
3,HONEYWELL INTERNATIONAL INC,Corporate,@Honeywell,2012,180,51,0,0,484,48,27,0
4,HONEYWELL INTERNATIONAL INC,Corporate,@Honeywell,2013,149,26,0,0,515,87,41,0
5,HONEYWELL INTERNATIONAL INC,Corporate,@Honeywell,2014,138,38,1,0,398,150,32,0
6,HONEYWELL INTERNATIONAL INC,Corporate,@Honeywell,2015,203,64,0,0,553,484,22,2
7,HONEYWELL INTERNATIONAL INC,Corporate,@Honeywell,2016,212,116,31,1,881,1295,38,63
8,HONEYWELL INTERNATIONAL INC,Corporate,@Honeywell,2017,164,69,228,1,909,1520,46,67
9,HONEYWELL INTERNATIONAL INC,Corporate,@Honeywell,2018,62,16,169,0,361,920,52,29
10,HONEYWELL INTERNATIONAL INC,Corporate,@Honeywell,2019,270,18,381,2,3243,11887,368,130
11,HONEYWELL INTERNATIONAL INC,Corporate,@Honeywell,2020,357,46,503,0,5032,22604,1733,881
12,HONEYWELL INTERNATIONAL INC,Corporate,@Honeywell,2021,324,95,490,2,1263,9799,952,240
13,HONEYWELL INTERNATIONAL INC,Corporate,@Honeywell,2022,245,16,329,1,2229,18230,2712,278
0,BRISTOL MYERS SQUIBB,Corporate,@bmsnews,2010,117,0,0,0,162,33,0,0
2,BRISTOL MYERS SQUIBB,Corporate,@bmsnews,2011,207,0,2,0,343,47,11,0
4,BRISTOL MYERS SQUIBB,Corporate,@bmsnews,2012,218,10,0,0,660,41,32,0
6,BRISTOL MYERS SQUIBB,Corporate,@bmsnews,2013,186,2,0,0,608,102,56,0
8,BRISTOL MYERS SQUIBB,Corporate,@bmsnews,2014,372,4,7,0,2343,1512,164,1
10,BRISTOL MYERS SQUIBB,Corporate,@bmsnews,2015,1346,25,48,2,10821,11416,557,6
12,BRISTOL MYERS SQUIBB,Corporate,@bmsnews,2016,1556,46,27,3,20133,37282,883,336
14,BRISTOL MYERS SQUIBB,Corporate,@bmsnews,2017,1069,129,39,14,17110,44303,3164,1186
16,BRISTOL MYERS SQUIBB,Corporate,@bmsnews,2018,1003,240,11,19,6725,24364,1625,718
18,BRISTOL MYERS SQUIBB,Corporate,@bmsnews,2019,502,80,10,21,3662,14737,1127,540
20,BRISTOL MYERS SQUIBB,Corporate,@bmsnews,2020,806,95,37,70,4192,17786,970,841
22,BRISTOL MYERS SQUIBB,Corporate,@bmsnews,2021,760,35,15,94,1551,8208,462,387
24,BRISTOL MYERS SQUIBB,Corporate,@bmsnews,2022,476,22,14,76,727,4059,347,175
0,BOEING,Corporate,@Boeing,2010,307,35,186,0,533,101,1,0
1,BOEING,Corporate,@Boeing,2011,922,54,131,0,3722,508,206,0
2,BOEING,Corporate,@Boeing,2012,614,319,77,0,4916,1029,431,0
3,BOEING,Corporate,@Boeing,2013,550,87,9,0,8736,3826,956,2
4,BOEING,Corporate,@Boeing,2014,166,78,9,0,3779,2798,263,0
5,BOEING,Corporate,@Boeing,2015,155,40,0,5,7623,9468,677,5
6,BOEING,Corporate,@Boeing,2016,229,79,37,6,17876,29851,1241,1166
7,BOEING,Corporate,@Boeing,2017,307,83,72,18,18607,49914,6084,3319
8,BOEING,Corporate,@Boeing,2018,246,108,31,12,29822,121038,5893,3294
9,BOEING,Corporate,@Boeing,2019,140,70,8,4,13575,46006,4039,2861
10,BOEING,Corporate,@Boeing,2020,152,24,75,4,11327,48422,4564,2370
11,BOEING,Corporate,@Boeing,2021,175,17,21,11,6434,33556,3052,1080
12,BOEING,Corporate,@Boeing,2022,231,25,51,19,4998,29568,1980,659
0,QUALCOMM INC,Corporate,@Qualcomm,2010,183,28,1,0,398,43,0,0
1,QUALCOMM INC,Corporate,@Qualcomm,2011,876,205,96,0,3181,399,156,1
2,QUALCOMM INC,Corporate,@Qualcomm,2012,498,132,171,0,2647,404,390,0
3,QUALCOMM INC,Corporate,@Qualcomm,2013,528,147,261,0,4333,1457,909,1
4,QUALCOMM INC,Corporate,@Qualcomm,2014,365,129,256,0,16387,21315,2341,5
5,QUALCOMM INC,Corporate,@Qualcomm,2015,489,88,477,24,25403,39040,6183,32
6,QUALCOMM INC,Corporate,@Qualcomm,2016,475,156,459,29,14798,51812,3713,673
7,QUALCOMM INC,Corporate,@Qualcomm,2017,383,385,282,32,14078,52906,2434,1782
8,QUALCOMM INC,Corporate,@Qualcomm,2018,387,942,227,47,12051,54645,4290,2021
9,QUALCOMM INC,Corporate,@Qualcomm,2019,3233,553,225,55,7129,40541,2330,1481
10,QUALCOMM INC,Corporate,@Qualcomm,2020,615,496,219,70,8154,53091,1865,1550
11,QUALCOMM INC,Corporate,@Qualcomm,2021,707,377,230,66,5827,44310,1620,853
12,QUALCOMM INC,Corporate,@Qualcomm,2022,676,649,389,35,3915,30223,2529,920
0,STARBUCKS CORP,Corporate,@Starbucks,2009,398,0,1321,0,10,1704,2,0
1,STARBUCKS CORP,Corporate,@Starbucks,2010,90,26,310,0,10771,1265,3,0
2,STARBUCKS CORP,Corporate,@Starbucks,2011,504,86,1984,1,69259,8771,6168,2
3,STARBUCKS CORP,Corporate,@Starbucks,2012,389,83,3372,0,77795,28729,12944,7
4,STARBUCKS CORP,Corporate,@Starbucks,2013,568,68,2888,1,249038,239029,34616,18
5,STARBUCKS CORP,Corporate,@Starbucks,2014,963,108,23884,91,361033,806627,47601,54
6,STARBUCKS CORP,Corporate,@Starbucks,2015,497,121,10559,52,292994,966695,27617,109
7,STARBUCKS CORP,Corporate,@Starbucks,2016,615,70,23347,8,340682,1692092,28907,35546
8,STARBUCKS CORP,Corporate,@Starbucks,2017,410800,124,31648,4,232544,921212,37278,54949
9,STARBUCKS CORP,Corporate,@Starbucks,2018,264,70,39429,71,101319,430966,41858,41002
10,STARBUCKS CORP,Corporate,@Starbucks,2019,195,70,42594,11,121511,685561,39654,37826
11,STARBUCKS CORP,Corporate,@Starbucks,2020,211,85,23545,7,102371,606851,41253,35165
12,STARBUCKS CORP,Corporate,@Starbucks,2021,258,59,14647,5,84452,568333,34267,35711
13,STARBUCKS CORP,Corporate,@Starbucks,2022,120,35,11301,3,77761,508875,33431,20927
0,UNITED TECHNOLOGIES CORP,Corporate,@UTC,2011,129,224,0,0,42,5,3,0
1,UNITED TECHNOLOGIES CORP,Corporate,@UTC,2012,284,914,3,0,413,41,21,0
2,UNITED TECHNOLOGIES CORP,Corporate,@UTC,2013,507,292,6,0,866,205,66,1
3,UNITED TECHNOLOGIES CORP,Corporate,@UTC,2014,322,360,42,0,1052,580,61,1
4,UNITED TECHNOLOGIES CORP,Corporate,@UTC,2015,352,560,106,3,1185,1161,65,2
5,UNITED TECHNOLOGIES CORP,Corporate,@UTC,2016,453,485,73,63,2348,4473,172,119
6,UNITED TECHNOLOGIES CORP,Corporate,@UTC,2017,299,245,31,44,2017,5675,222,260
7,UNITED TECHNOLOGIES CORP,Corporate,@UTC,2018,284,186,64,68,3294,12732,471,385
8,UNITED TECHNOLOGIES CORP,Corporate,@UTC,2019,203,197,36,83,1226,7132,203,232
9,UNITED TECHNOLOGIES CORP,Corporate,@UTC,2020,35,17,3,17,596,3454,98,82
0,UNION PACIFIC CORP,Corporate,@UnionPacific,2009,70,0,1,0,4,2,1,0
1,UNION PACIFIC CORP,Corporate,@UnionPacific,2010,221,0,2,0,157,32,0,0
2,UNION PACIFIC CORP,Corporate,@UnionPacific,2011,187,0,3,0,307,44,14,0
3,UNION PACIFIC CORP,Corporate,@UnionPacific,2012,198,0,0,0,419,58,37,3
4,UNION PACIFIC CORP,Corporate,@UnionPacific,2013,245,3,11,0,555,344,79,0
5,UNION PACIFIC CORP,Corporate,@UnionPacific,2014,281,22,12,0,1610,1903,180,2
6,UNION PACIFIC CORP,Corporate,@UnionPacific,2015,227,8,48,5,2056,2327,162,3
7,UNION PACIFIC CORP,Corporate,@UnionPacific,2016,282,7,61,29,3978,7667,342,269
8,UNION PACIFIC CORP,Corporate,@UnionPacific,2017,276,12,90,6,5983,14693,827,600
9,UNION PACIFIC CORP,Corporate,@UnionPacific,2018,298,16,108,4,4563,15931,561,458
10,UNION PACIFIC CORP,Corporate,@UnionPacific,2019,151,24,29,10,3834,17326,636,382
11,UNION PACIFIC CORP,Corporate,@UnionPacific,2020,165,35,32,28,2035,13515,407,206
12,UNION PACIFIC CORP,Corporate,@UnionPacific,2021,320,14,31,39,3230,20995,619,309
13,UNION PACIFIC CORP,Corporate,@UnionPacific,2022,341,16,34,16,2363,14937,888,393
0,ACCENTURE PLC,Corporate,@Accenture,2009,191,0,13,0,0,161,0,0
1,ACCENTURE PLC,Corporate,@Accenture,2010,285,1,0,0,815,334,1,0
2,ACCENTURE PLC,Corporate,@Accenture,2011,1795,17,10,0,5678,2182,148,0
3,ACCENTURE PLC,Corporate,@Accenture,2012,2703,13,7,0,10770,3281,438,0
4,ACCENTURE PLC,Corporate,@Accenture,2013,3335,11,0,0,17884,7599,1504,0
5,ACCENTURE PLC,Corporate,@Accenture,2014,2974,16,0,0,22172,14435,1290,4
6,ACCENTURE PLC,Corporate,@Accenture,2015,2586,51,7,0,27342,23977,950,9
7,ACCENTURE PLC,Corporate,@Accenture,2016,2963,94,71,6,28754,29589,667,915
8,ACCENTURE PLC,Corporate,@Accenture,2017,936,97,23,10,15378,27064,717,1636
9,ACCENTURE PLC,Corporate,@Accenture,2018,1434,145,73,4,17450,58653,1941,1799
10,ACCENTURE PLC,Corporate,@Accenture,2019,1040,145,126,4,19513,123889,2977,1917
11,ACCENTURE PLC,Corporate,@Accenture,2020,2983,139,64,6,7146,34177,2382,948
12,ACCENTURE PLC,Corporate,@Accenture,2021,10951,109,44,10,4889,27807,1549,559
13,ACCENTURE PLC,Corporate,@Accenture,2022,902,79,123,35,3197,22270,1559,478
0,NIKE INC CLASS B,Corporate,@Nike,2011,33,24,180,0,2623,405,203,0
1,NIKE INC CLASS B,Corporate,@Nike,2012,855,211,8836,0,122163,26075,5873,14
2,NIKE INC CLASS B,Corporate,@Nike,2013,122,56,1382,1,44810,22237,2913,16
3,NIKE INC CLASS B,Corporate,@Nike,2014,131,65,4861,0,109553,110701,5036,40
4,NIKE INC CLASS B,Corporate,@Nike,2015,52,32,3624,0,65801,81006,3935,111
5,NIKE INC CLASS B,Corporate,@Nike,2016,216,13,6995,1,148202,322011,4806,13152
6,NIKE INC CLASS B,Corporate,@Nike,2017,285956,4,3637,2,58702,166381,5869,5237
7,NIKE INC CLASS B,Corporate,@Nike,2018,237,4,2022,3,195403,613956,7804,16077
8,NIKE INC CLASS B,Corporate,@Nike,2019,346,3,903,2,69388,299908,8143,7517
9,NIKE INC CLASS B,Corporate,@Nike,2020,10748,29,332,1,268026,1112779,43079,39831
10,NIKE INC CLASS B,Corporate,@Nike,2021,32950,52,271,0,69536,721314,70500,28973
11,NIKE INC CLASS B,Corporate,@Nike,2022,2801,88,241,5,97823,912334,44061,30324
0,UNITED PARCEL SERVICE INC CLASS B,Corporate,@UPS,2010,323,6,333,0,467,37,1,0
1,UNITED PARCEL SERVICE INC CLASS B,Corporate,@UPS,2011,1348,84,2094,0,2310,232,438,0
2,UNITED PARCEL SERVICE INC CLASS B,Corporate,@UPS,2012,4121,537,1200,0,13121,1911,5866,1
3,UNITED PARCEL SERVICE INC CLASS B,Corporate,@UPS,2013,2681,454,1008,0,18938,7660,8693,3
4,UNITED PARCEL SERVICE INC CLASS B,Corporate,@UPS,2014,2168,190,954,0,35508,35265,6038,10
5,UNITED PARCEL SERVICE INC CLASS B,Corporate,@UPS,2015,1235,175,672,41,19891,38892,2479,17
6,UNITED PARCEL SERVICE INC CLASS B,Corporate,@UPS,2016,2174,47,706,7,23273,76013,2251,1171
7,UNITED PARCEL SERVICE INC CLASS B,Corporate,@UPS,2017,3495,84,4252,33,39197,86236,5707,5175
8,UNITED PARCEL SERVICE INC CLASS B,Corporate,@UPS,2018,3211,91,985,27,99092,89148,4310,4397
9,UNITED PARCEL SERVICE INC CLASS B,Corporate,@UPS,2019,2643,100,1108,28,4156,15727,2760,847
10,UNITED PARCEL SERVICE INC CLASS B,Corporate,@UPS,2020,842,127,6755,70,24260,229301,10716,4052
11,UNITED PARCEL SERVICE INC CLASS B,Corporate,@UPS,2021,690,136,37741,54,2213,12837,5248,687
12,UNITED PARCEL SERVICE INC CLASS B,Corporate,@UPS,2022,642,87,42592,32,1899,12718,7027,653
0,ELI LILLY,Corporate,@LillyPad,2010,211,13,9,0,108,23,1,0
1,ELI LILLY,Corporate,@LillyPad,2011,825,78,51,0,657,69,52,0
2,ELI LILLY,Corporate,@LillyPad,2012,1112,85,101,0,1249,151,113,0
3,ELI LILLY,Corporate,@LillyPad,2013,2561,653,648,0,2821,745,385,0
4,ELI LILLY,Corporate,@LillyPad,2014,3380,964,422,0,4344,3158,668,0
5,ELI LILLY,Corporate,@LillyPad,2015,2686,865,676,4,4400,5095,376,2
6,ELI LILLY,Corporate,@LillyPad,2016,1804,355,527,52,7566,13805,651,329
7,ELI LILLY,Corporate,@LillyPad,2017,616,172,240,80,3493,7881,589,484
8,ELI LILLY,Corporate,@LillyPad,2018,345,39,175,55,2810,9608,1242,462
9,ELI LILLY,Corporate,@LillyPad,2019,179,13,205,7,890,3102,945,330
10,ELI LILLY,Corporate,@LillyPad,2020,207,17,541,17,2964,9065,715,704
11,ELI LILLY,Corporate,@LillyPad,2021,283,22,613,8,10481,53041,3291,1803
12,ELI LILLY,Corporate,@LillyPad,2022,178,4,191,14,2315,15026,15453,4777
0,LOWES COMPANIES INC,Corporate,@Lowes,2009,61,0,87,0,1,16,3,0
1,LOWES COMPANIES INC,Corporate,@Lowes,2010,233,27,178,0,531,89,0,0
2,LOWES COMPANIES INC,Corporate,@Lowes,2011,522,92,1851,0,2202,361,1073,0
3,LOWES COMPANIES INC,Corporate,@Lowes,2012,703,63,4115,0,6669,768,2110,0
4,LOWES COMPANIES INC,Corporate,@Lowes,2013,1050,44,11688,0,6155,4417,1992,3
5,LOWES COMPANIES INC,Corporate,@Lowes,2014,1167,50,13358,0,13378,32458,2443,5
6,LOWES COMPANIES INC,Corporate,@Lowes,2015,859,39,18660,6,8702,19339,1537,2
7,LOWES COMPANIES INC,Corporate,@Lowes,2016,649,251,14693,0,15839,40713,1337,1900
8,LOWES COMPANIES INC,Corporate,@Lowes,2017,582,60,9799,5,4428,9756,625,457
9,LOWES COMPANIES INC,Corporate,@Lowes,2018,1272,23,21584,9,6930,28644,3092,1171
10,LOWES COMPANIES INC,Corporate,@Lowes,2019,848,52,28181,26,6268,47685,4917,2018
11,LOWES COMPANIES INC,Corporate,@Lowes,2020,9002,71,25282,20,7042,63305,5725,1702
12,LOWES COMPANIES INC,Corporate,@Lowes,2021,10720,72,16850,20,4486,34595,5313,1085
13,LOWES COMPANIES INC,Corporate,@Lowes,2022,8493,30,11167,4,5764,41159,6636,1234
0,MONDELEZ INTERNATIONAL INC CLASS A,Corporate,@MDLZ,2014,633,51,506,0,869,680,98,1
1,MONDELEZ INTERNATIONAL INC CLASS A,Corporate,@MDLZ,2015,1161,167,986,3,2156,2507,185,2
2,MONDELEZ INTERNATIONAL INC CLASS A,Corporate,@MDLZ,2016,597,104,1094,28,1563,3169,163,123
3,MONDELEZ INTERNATIONAL INC CLASS A,Corporate,@MDLZ,2017,484,39,545,43,3173,4064,181,173
4,MONDELEZ INTERNATIONAL INC CLASS A,Corporate,@MDLZ,2018,486,25,686,30,6046,9287,709,1685
5,MONDELEZ INTERNATIONAL INC CLASS A,Corporate,@MDLZ,2019,365,57,407,22,1672,12844,335,258
6,MONDELEZ INTERNATIONAL INC CLASS A,Corporate,@MDLZ,2020,369,44,353,28,1837,26217,545,370
7,MONDELEZ INTERNATIONAL INC CLASS A,Corporate,@MDLZ,2021,254,12,484,9,776,10491,518,96
8,MONDELEZ INTERNATIONAL INC CLASS A,Corporate,@MDLZ,2022,98,11,432,3,325,3711,1023,81
0,US BANCORP,Corporate,@usbank,2011,101,18,144,0,151,12,18,0
1,US BANCORP,Corporate,@usbank,2012,169,21,139,0,246,33,56,0
2,US BANCORP,Corporate,@usbank,2013,864,20,1210,0,656,233,307,1
3,US BANCORP,Corporate,@usbank,2014,2991,1,2953,0,2351,2704,1310,0
4,US BANCORP,Corporate,@usbank,2015,3042,70,435,1,2939,5021,419,1
5,US BANCORP,Corporate,@usbank,2016,1984,106,1751,38,4881,18945,1403,505
6,US BANCORP,Corporate,@usbank,2017,1104,158,4450,28,4654,17662,2217,829
7,US BANCORP,Corporate,@usbank,2018,544,73,331,10,6890,31898,1698,802
8,US BANCORP,Corporate,@usbank,2019,542,38,467,4,3249,21299,2797,1073
9,US BANCORP,Corporate,@usbank,2020,602,62,5158,2,1129,7013,1625,384
10,US BANCORP,Corporate,@usbank,2021,1536,52,3491,6,1786,12998,2408,397
11,US BANCORP,Corporate,@usbank,2022,709,24,183,7,740,6559,1487,230
0,WALGREEN BOOTS ALLIANCE,Corporate,@WBA_Global,2020,110,23,1,10,207,673,36,36
1,WALGREEN BOOTS ALLIANCE,Corporate,@WBA_Global,2021,193,38,23,18,1146,6290,729,260
2,WALGREEN BOOTS ALLIANCE,Corporate,@WBA_Global,2022,57,22,0,3,94,389,84,14
0,PRICELINE GROUP INC/THE,Corporate,@priceline,2009,899,0,493,0,2,117,0,0
1,PRICELINE GROUP INC/THE,Corporate,@priceline,2010,86,1,0,0,195,37,0,0
2,PRICELINE GROUP INC/THE,Corporate,@priceline,2011,149,2,10,0,265,70,47,0
